customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment_code,segment,clv,avg_order_value,tenure_days,purchase_rate,category_diversity,preferred_channel_txn,avg_discount_used,membership_tier,age_group,city,gender,email_subscribed,tier_encoded,age_encoded,channel_encoded,gender_Female,gender_Male,gender_Other
CUST-20042,148,3,940.17,3,3,2,8,332,Potential Loyalists,5881.160000000001,313.39,360,0.25,3,In-Store,0.0,Bronze,25-34,Brisbane,Female,1,1,2,0,True,False,False
CUST-20043,193,3,2520.7599999999998,3,3,4,10,334,Loyal Customers,618.89,840.25,209,0.4306,3,In-Store,1.6666666666666667,Silver,45-54,Melbourne,Male,1,2,4,0,False,True,False
CUST-20044,62,2,287.78999999999996,4,1,1,6,411,New Customers,2269.84,143.89,682,0.088,2,In-Store,5.0,Silver,18-24,Brisbane,Male,1,2,1,0,False,True,False
CUST-20045,70,4,8308.88,4,4,5,13,445,Champions,3375.8,2077.22,88,1.3636,4,In-Store,0.0,Bronze,25-34,London,Male,0,1,2,0,False,True,False
CUST-20046,517,2,280.32,1,1,1,3,111,Lost,1005.84,140.16,120,0.5,2,In-Store,0.0,Bronze,18-24,London,Female,1,1,1,0,True,False,False
CUST-20047,310,4,4520.62,2,4,5,11,245,At Risk,211.52,1130.16,340,0.3529,4,Online,1.25,Silver,55-64,Toronto,Male,0,2,5,1,False,True,False
CUST-20048,260,3,1466.3700000000001,2,3,3,8,233,At Risk,2267.57,488.79,189,0.4762,3,Online,3.3333333333333335,Gold,35-44,New York,Female,1,3,3,1,True,False,False
CUST-20049,100,3,1383.37,4,3,3,10,433,Loyal Customers,115.85,461.12,719,0.1252,3,In-Store,3.3333333333333335,Silver,65+,Melbourne,Female,0,2,6,0,True,False,False
CUST-20050,262,2,759.8199999999999,2,1,2,5,212,Hibernating,172.17,379.91,32,1.875,2,Online,0.0,Silver,55-64,Perth,Male,0,2,5,1,False,True,False
CUST-20051,52,3,499.64,5,3,2,10,532,Potential Loyalists,249.95,166.55,74,1.2162,3,Online,1.6666666666666667,Silver,35-44,Melbourne,Male,1,2,3,1,False,True,False
CUST-20052,20,3,2143.6800000000003,5,3,4,12,534,Loyal Customers,0.0,714.56,430,0.2093,3,Online,0.0,Bronze,45-54,Brisbane,Male,1,1,4,1,False,True,False
CUST-20053,2,2,696.56,5,1,2,8,512,New Customers,221.05,348.28,266,0.2256,1,In-Store,0.0,Silver,18-24,Perth,Male,1,2,1,0,False,True,False
CUST-20054,87,1,541.6,4,1,2,7,412,New Customers,628.38,541.6,218,0.1376,1,Online,0.0,Bronze,25-34,New York,Female,0,1,2,1,True,False,False
CUST-20055,148,6,1773.21,3,5,3,11,353,Loyal Customers,0.0,295.54,622,0.2894,4,Online,0.8333333333333334,Silver,65+,Perth,Female,1,2,6,1,True,False,False
CUST-20056,29,3,1292.28,5,3,3,11,533,Loyal Customers,1181.59,430.76,76,1.1842,3,In-Store,0.0,Bronze,55-64,Singapore,Male,1,1,5,0,False,True,False
CUST-20058,231,4,6920.3,2,4,5,11,245,At Risk,11703.82,1730.08,565,0.2124,3,Online,1.25,Silver,55-64,New York,Female,0,2,5,1,True,False,False
CUST-20059,5,6,2075.73,5,5,4,14,554,Champions,805.12,345.96,730,0.2466,4,In-Store,0.0,Bronze,55-64,Auckland,Male,1,1,5,0,False,True,False
CUST-20060,412,3,6950.379999999999,1,3,5,9,135,At Risk,0.0,2316.79,230,0.3913,3,In-Store,3.3333333333333335,Platinum,18-24,Melbourne,Female,1,4,1,0,True,False,False
CUST-20061,273,1,435.8,2,1,1,4,211,Hibernating,2027.22,435.8,359,0.0836,1,Online,0.0,Bronze,35-44,Adelaide,Female,0,1,3,1,True,False,False
CUST-20062,36,4,7290.76,5,4,5,14,545,Champions,192.7,1822.69,671,0.1788,4,Online,7.5,Platinum,25-34,Singapore,Female,1,4,2,1,True,False,False
CUST-20063,633,1,1357.3,1,1,3,5,113,Hibernating,2556.9300000000003,1357.3,650,0.0462,1,Online,0.0,Gold,18-24,Toronto,Male,1,3,1,1,False,True,False
CUST-20064,123,3,3480.98,4,3,4,11,434,Loyal Customers,1944.32,1160.33,660,0.1364,3,In-Store,6.666666666666667,Platinum,55-64,Brisbane,Female,1,4,5,0,True,False,False
CUST-20065,105,2,1484.82,4,1,3,8,413,New Customers,0.0,742.41,599,0.1002,2,Online,2.5,Silver,65+,Toronto,Other,1,2,6,1,False,False,True
CUST-20066,112,5,4145.09,4,5,5,14,455,Champions,381.64,829.02,168,0.8929,4,In-Store,4.0,Gold,25-34,Perth,Female,1,3,2,0,True,False,False
CUST-20067,192,2,161.7,3,1,1,5,311,Hibernating,401.92,80.85,190,0.3158,2,Online,0.0,Bronze,55-64,London,Male,0,1,5,1,False,True,False
CUST-20068,331,2,2390.62,2,1,4,7,214,Potential Loyalists,0.0,1195.31,514,0.1167,2,In-Store,0.0,Gold,55-64,Adelaide,Female,1,3,5,0,True,False,False
CUST-20069,223,2,532.28,2,1,2,5,212,Hibernating,0.0,266.14,30,2.0,1,In-Store,7.5,Gold,35-44,London,Female,0,3,3,0,True,False,False
CUST-20070,401,1,120.67,1,1,1,3,111,Lost,0.0,120.67,43,0.6977,1,Online,10.0,Gold,65+,Auckland,Male,1,3,6,1,False,True,False
CUST-20071,246,5,3920.0699999999997,2,5,4,11,254,At Risk,0.0,784.01,282,0.5319,3,Online,2.0,Silver,55-64,Toronto,Male,1,2,5,1,False,True,False
CUST-20072,48,2,128.8,5,1,1,7,511,New Customers,0.0,64.4,607,0.0988,2,Online,0.0,Bronze,25-34,Adelaide,Female,1,1,2,1,True,False,False
CUST-20073,51,4,5795.679999999999,5,4,5,14,545,Champions,359.83,1448.92,665,0.1805,4,Online,3.75,Gold,35-44,Sydney,Male,1,3,3,1,False,True,False
CUST-20074,126,3,1246.11,4,3,3,10,433,Loyal Customers,799.38,415.37,128,0.7031,2,In-Store,8.333333333333334,Gold,55-64,Adelaide,Male,1,3,5,0,False,True,False
CUST-20075,80,3,244.02999999999997,4,3,1,8,431,Potential Loyalists,406.7,81.34,128,0.7031,2,Online,0.0,Bronze,25-34,Sydney,Female,1,1,2,1,True,False,False
CUST-20076,22,6,2021.04,5,5,3,13,553,Loyal Customers,6838.71,336.84,658,0.2736,5,Online,1.6666666666666667,Silver,65+,Sydney,Other,1,2,6,1,False,False,True
CUST-20077,333,2,610.4,2,1,2,5,212,Hibernating,4490.96,305.2,496,0.121,2,Online,5.0,Gold,18-24,Sydney,Male,1,3,1,1,False,True,False
CUST-20078,30,6,14314.14,5,5,5,15,555,Champions,251.2,2385.69,392,0.4592,5,In-Store,0.0,Bronze,18-24,New York,Other,1,1,1,0,False,False,True
CUST-20079,95,3,791.08,4,3,2,9,432,Potential Loyalists,6141.42,263.69,487,0.1848,3,Online,0.0,Bronze,35-44,Toronto,Male,1,1,3,1,False,True,False
CUST-20080,561,1,237.66,1,1,1,3,111,Lost,459.21,237.66,511,0.0587,1,In-Store,0.0,Silver,55-64,Brisbane,Female,1,2,5,0,True,False,False
CUST-20081,30,6,2037.61,5,5,3,13,553,Loyal Customers,544.81,339.6,146,1.2329,4,In-Store,15.833333333333334,Platinum,55-64,Toronto,Female,1,4,5,0,True,False,False
CUST-20082,37,5,2048.25,5,5,3,13,553,Loyal Customers,85.69,409.65,482,0.3112,4,Online,0.0,Bronze,45-54,London,Male,0,1,4,1,False,True,False
CUST-20083,218,2,186.56,3,1,1,5,311,Hibernating,9185.14,93.28,536,0.1119,1,Online,0.0,Bronze,18-24,Melbourne,Male,1,1,1,1,False,True,False
CUST-20084,225,3,458.37,2,3,1,6,231,Potential Loyalists,398.87,152.79,56,1.6071,3,Online,1.6666666666666667,Gold,45-54,Auckland,Female,1,3,4,1,True,False,False
CUST-20086,245,5,2650.11,2,5,4,11,254,At Risk,764.26,530.02,675,0.2222,4,In-Store,0.0,Bronze,65+,Melbourne,Female,1,1,6,0,True,False,False
CUST-20087,202,5,846.5600000000001,3,5,2,10,352,Potential Loyalists,2448.44,169.31,668,0.2246,3,Online,0.0,Bronze,45-54,Auckland,Female,0,1,4,1,True,False,False
CUST-20088,28,5,1562.57,5,5,3,13,553,Loyal Customers,0.0,312.51,619,0.2423,3,Online,2.0,Silver,25-34,Adelaide,Male,1,2,2,1,False,True,False
CUST-20089,493,1,2454.6,1,1,4,6,114,Potential Loyalists,2967.2599999999998,2454.6,536,0.056,1,In-Store,0.0,Bronze,55-64,Toronto,Female,1,1,5,0,True,False,False
CUST-20090,57,2,189.22000000000003,4,1,1,6,411,New Customers,248.75,94.61,587,0.1022,2,Online,0.0,Bronze,45-54,Brisbane,Female,1,1,4,1,True,False,False
CUST-20091,299,1,45.42,2,1,1,4,211,Hibernating,35.01,45.42,445,0.0674,1,In-Store,20.0,Platinum,45-54,Adelaide,Male,0,4,4,0,False,True,False
CUST-20092,291,2,594.8,2,1,2,5,212,Hibernating,2064.76,297.4,653,0.0919,2,Online,0.0,Bronze,45-54,New York,Male,1,1,4,1,False,True,False
CUST-20093,148,3,8227.29,3,3,5,11,335,Loyal Customers,8525.55,2742.43,630,0.1429,2,Online,0.0,Bronze,18-24,New York,Female,1,1,1,1,True,False,False
CUST-20094,285,4,927.04,2,4,2,8,242,Potential Loyalists,854.98,231.76,715,0.1678,2,In-Store,3.75,Gold,18-24,Adelaide,Male,1,3,1,0,False,True,False
CUST-20095,238,3,447.2,2,3,1,6,231,Potential Loyalists,953.05,149.07,560,0.1607,2,In-Store,0.0,Bronze,45-54,Toronto,Female,0,1,4,0,True,False,False
CUST-20096,369,1,1204.7,1,1,3,5,113,Hibernating,1489.65,1204.7,238,0.1261,1,Online,0.0,Silver,25-34,London,Female,1,2,2,1,True,False,False
CUST-20097,90,3,622.28,4,3,2,9,432,Potential Loyalists,1178.38,207.43,670,0.1343,3,In-Store,3.3333333333333335,Gold,25-34,London,Female,1,3,2,0,True,False,False
CUST-20098,276,3,810.49,2,3,2,7,232,Potential Loyalists,516.09,270.16,728,0.1236,3,Online,0.0,Bronze,45-54,Perth,Female,0,1,4,1,True,False,False
CUST-20099,48,2,12988.96,5,1,5,11,515,New Customers,2448.29,6494.48,265,0.2264,1,In-Store,2.5,Gold,35-44,London,Male,0,3,3,0,False,True,False
CUST-20100,381,2,450.95,1,1,1,3,111,Lost,941.22,225.48,30,2.0,2,Online,0.0,Bronze,65+,New York,Female,0,1,6,1,True,False,False
CUST-20101,473,2,599.36,1,1,2,4,112,Lost,3195.2799999999997,299.68,53,1.1321,2,Online,0.0,Bronze,65+,Toronto,Female,1,1,6,1,True,False,False
CUST-20102,686,3,4568.35,1,3,5,9,135,At Risk,1196.5,1522.78,572,0.1573,3,Online,3.3333333333333335,Gold,25-34,Perth,Male,0,3,2,1,False,True,False
CUST-20103,275,4,4346.21,2,4,5,11,245,At Risk,2810.09,1086.55,508,0.2362,3,In-Store,7.5,Platinum,18-24,Singapore,Female,1,4,1,0,True,False,False
CUST-20104,116,5,8964.08,4,5,5,14,455,Champions,1065.9,1792.82,175,0.8571,4,In-Store,0.0,Bronze,18-24,Auckland,Male,0,1,1,0,False,True,False
CUST-20105,422,2,895.3399999999999,1,1,2,4,112,Lost,1772.4299999999998,447.67,672,0.0893,2,Online,5.0,Gold,18-24,Singapore,Female,1,3,1,1,True,False,False
CUST-20106,39,3,3368.9300000000003,5,3,4,12,534,Loyal Customers,2429.04,1122.98,242,0.3719,3,Online,0.0,Bronze,55-64,New York,Female,0,1,5,1,True,False,False
CUST-20107,335,3,3118.49,2,3,4,9,234,At Risk,0.0,1039.5,569,0.1582,3,Online,0.0,Bronze,18-24,New York,Male,0,1,1,1,False,True,False
CUST-20108,26,3,1059.98,5,3,2,10,532,Potential Loyalists,971.8,353.33,648,0.1389,2,Online,3.3333333333333335,Silver,25-34,Melbourne,Male,1,2,2,1,False,True,False
CUST-20110,52,3,659.1600000000001,5,3,2,10,532,Potential Loyalists,0.0,219.72,317,0.2839,2,Online,0.0,Bronze,18-24,Singapore,Other,1,1,1,1,False,False,True
CUST-20111,642,2,416.97999999999996,1,1,1,3,111,Lost,9111.82,208.49,478,0.1255,2,In-Store,2.5,Gold,55-64,Singapore,Female,0,3,5,0,True,False,False
CUST-20112,46,4,4847.7,5,4,5,14,545,Champions,663.75,1211.92,690,0.1739,3,In-Store,0.0,Bronze,55-64,Melbourne,Male,1,1,5,0,False,True,False
CUST-20113,112,2,246.69,4,1,1,6,411,New Customers,2238.79,123.34,301,0.1993,2,Online,0.0,Bronze,65+,Singapore,Female,1,1,6,1,True,False,False
CUST-20114,88,3,2551.2000000000003,4,3,4,11,434,Loyal Customers,327.94,850.4,152,0.5921,2,Online,0.0,Bronze,55-64,Auckland,Male,1,1,5,1,False,True,False
CUST-20115,28,5,684.44,5,5,2,12,552,Potential Loyalists,1276.27,136.89,463,0.324,3,In-Store,0.0,Bronze,25-34,Auckland,Female,1,1,2,0,True,False,False
CUST-20116,482,1,1390.23,1,1,3,5,113,Hibernating,25.46,1390.23,486,0.0617,1,Online,0.0,Platinum,35-44,London,Male,0,4,3,1,False,True,False
CUST-20117,125,6,3264.16,4,5,4,13,454,Champions,647.0,544.03,596,0.302,5,Online,0.0,Bronze,65+,Perth,Other,0,1,6,1,False,False,True
CUST-20118,73,6,4572.36,4,5,5,14,455,Champions,368.54,762.06,262,0.687,3,Online,0.0,Bronze,35-44,Melbourne,Female,0,1,3,1,True,False,False
CUST-20119,88,4,2981.65,4,4,4,12,444,Champions,0.0,745.41,721,0.1664,3,In-Store,0.0,Bronze,45-54,Singapore,Female,1,1,4,0,True,False,False
CUST-20120,221,2,868.45,2,1,2,5,212,Hibernating,12017.189999999999,434.22,154,0.3896,1,Online,2.5,Silver,18-24,Melbourne,Female,1,2,1,1,True,False,False
CUST-20122,184,3,2089.31,3,3,4,10,334,Loyal Customers,66.56,696.44,459,0.1961,3,Online,8.333333333333334,Platinum,25-34,Auckland,Female,1,4,2,1,True,False,False
CUST-20124,124,2,1351.3999999999999,4,1,3,8,413,New Customers,924.87,675.7,439,0.1367,2,In-Store,0.0,Silver,25-34,Toronto,Male,0,2,2,0,False,True,False
CUST-20125,88,3,304.68,4,3,1,8,431,Potential Loyalists,129.14,101.56,174,0.5172,2,Online,0.0,Silver,65+,Perth,Female,0,2,6,1,True,False,False
CUST-20126,438,2,1168.1100000000001,1,1,3,5,113,Hibernating,0.0,584.06,104,0.5769,2,In-Store,2.5,Silver,65+,New York,Male,0,2,6,0,False,True,False
CUST-20127,76,4,4058.25,4,4,5,13,445,Champions,1960.44,1014.56,722,0.1662,4,Online,16.25,Platinum,65+,New York,Female,1,4,6,1,True,False,False
CUST-20128,1,3,760.85,5,3,2,10,532,Potential Loyalists,1593.78,253.62,424,0.2123,3,Online,3.3333333333333335,Platinum,65+,Melbourne,Female,1,4,6,1,True,False,False
CUST-20129,125,6,14488.66,4,5,5,14,455,Champions,6662.900000000001,2414.78,593,0.3035,3,In-Store,0.0,Bronze,35-44,Melbourne,Female,1,1,3,0,True,False,False
CUST-20130,62,2,521.72,4,1,2,7,412,New Customers,282.90999999999997,260.86,621,0.0966,2,Online,2.5,Silver,65+,New York,Male,0,2,6,1,False,True,False
CUST-20131,34,4,2875.86,5,4,4,13,544,Champions,1908.71,718.96,571,0.2102,4,Online,8.75,Gold,35-44,Perth,Male,1,3,3,1,False,True,False
CUST-20132,295,1,814.05,2,1,2,5,212,Hibernating,0.0,814.05,111,0.2703,1,In-Store,0.0,Bronze,25-34,Auckland,Female,0,1,2,0,True,False,False
CUST-20133,365,2,2998.9900000000002,2,1,4,7,214,Potential Loyalists,446.44,1499.5,522,0.1149,2,In-Store,12.5,Platinum,65+,Perth,Female,0,4,6,0,True,False,False
CUST-20134,6,2,7489.17,5,1,5,11,515,New Customers,989.2,3744.58,213,0.2817,1,Online,0.0,Gold,45-54,Perth,Male,1,3,4,1,False,True,False
CUST-20135,223,3,1561.96,2,3,3,8,233,At Risk,0.0,520.65,678,0.1327,3,Online,8.333333333333334,Platinum,18-24,London,Female,1,4,1,1,True,False,False
CUST-20136,112,2,1097.33,4,1,3,8,413,New Customers,1660.52,548.66,447,0.1342,2,Online,2.5,Silver,18-24,Sydney,Male,1,2,1,1,False,True,False
CUST-20137,209,4,421.69,3,4,1,8,341,Potential Loyalists,646.86,105.42,389,0.3085,3,Online,2.5,Silver,25-34,Perth,Female,0,2,2,1,True,False,False
CUST-20138,61,2,1206.14,4,1,3,8,413,New Customers,338.36,603.07,565,0.1062,2,In-Store,2.5,Silver,65+,Toronto,Female,1,2,6,0,True,False,False
CUST-20139,195,4,3408.5,3,4,4,11,344,Loyal Customers,37.1,852.12,166,0.7229,3,In-Store,0.0,Bronze,65+,London,Male,1,1,6,0,False,True,False
CUST-20140,214,1,2196.2,3,1,4,8,314,Potential Loyalists,383.13,2196.2,156,0.1923,1,In-Store,0.0,Silver,18-24,Melbourne,Male,1,2,1,0,False,True,False
CUST-20141,192,2,607.0799999999999,3,1,2,6,312,Potential Loyalists,422.4,303.54,653,0.0919,1,Online,0.0,Bronze,65+,Brisbane,Female,1,1,6,1,True,False,False
CUST-20142,203,3,9856.89,3,3,5,11,335,Loyal Customers,6292.33,3285.63,172,0.5233,3,Online,5.0,Gold,18-24,Auckland,Male,0,3,1,1,False,True,False
CUST-20143,151,2,3370.17,3,1,4,8,314,Potential Loyalists,1871.5900000000001,1685.08,134,0.4478,2,In-Store,0.0,Bronze,55-64,Brisbane,Female,0,1,5,0,True,False,False
CUST-20144,156,5,6781.05,3,5,5,13,355,Loyal Customers,1132.4,1356.21,290,0.5172,4,Online,0.0,Bronze,25-34,Sydney,Female,1,1,2,1,True,False,False
CUST-20145,259,5,3485.2999999999997,2,5,4,11,254,At Risk,182.5,697.06,415,0.3614,3,Online,2.0,Silver,35-44,Sydney,Other,1,2,3,1,False,False,True
CUST-20146,146,5,531.12,3,5,2,10,352,Potential Loyalists,304.24,106.22,364,0.4121,3,Online,2.0,Silver,25-34,Adelaide,Male,1,2,2,1,False,True,False
CUST-20147,218,2,855.0799999999999,3,1,2,6,312,Potential Loyalists,1984.17,427.54,48,1.25,1,Online,0.0,Bronze,18-24,Auckland,Male,1,1,1,1,False,True,False
CUST-20149,229,1,10.66,2,1,1,4,211,Hibernating,464.83000000000004,10.66,572,0.0524,1,In-Store,5.0,Silver,25-34,Brisbane,Male,1,2,2,0,False,True,False
CUST-20150,126,1,254.36,4,1,1,6,411,New Customers,6913.38,254.36,549,0.0546,1,In-Store,0.0,Bronze,45-54,Sydney,Male,1,1,4,0,False,True,False
CUST-20151,32,4,2067.18,5,4,4,13,544,Champions,473.48,516.79,547,0.2194,3,Online,0.0,Bronze,65+,Auckland,Male,1,1,6,1,False,True,False
CUST-20152,187,1,620.16,3,1,2,6,312,Potential Loyalists,2397.07,620.16,309,0.0971,1,Online,0.0,Silver,65+,Adelaide,Female,0,2,6,1,True,False,False
CUST-20153,83,2,1685.85,4,1,3,8,413,New Customers,0.0,842.92,457,0.1313,2,Online,2.5,Silver,25-34,Melbourne,Male,0,2,2,1,False,True,False
CUST-20154,66,2,3586.0,4,1,4,9,414,New Customers,0.0,1793.0,339,0.177,2,In-Store,0.0,Bronze,18-24,Toronto,Male,0,1,1,0,False,True,False
CUST-20155,85,3,1420.47,4,3,3,10,433,Loyal Customers,1927.56,473.49,503,0.1789,3,Online,0.0,Bronze,25-34,Toronto,Male,1,1,2,1,False,True,False
CUST-20156,156,3,1075.44,3,3,3,9,333,Loyal Customers,1709.77,358.48,372,0.2419,2,Online,1.6666666666666667,Silver,35-44,Adelaide,Male,0,2,3,1,False,True,False
CUST-20157,469,1,1992.72,1,1,3,5,113,Hibernating,140.76,1992.72,502,0.0598,1,Online,0.0,Bronze,18-24,Adelaide,Male,0,1,1,1,False,True,False
CUST-20158,111,1,419.87,4,1,1,6,411,New Customers,455.04,419.87,322,0.0932,1,In-Store,0.0,Silver,35-44,Perth,Female,1,2,3,0,True,False,False
CUST-20160,36,2,8888.55,5,1,5,11,515,New Customers,1967.54,4444.27,74,0.8108,2,Online,0.0,Bronze,55-64,London,Male,1,1,5,1,False,True,False
CUST-20162,26,4,4160.07,5,4,5,14,545,Champions,0.0,1040.02,702,0.1709,4,Online,7.5,Gold,18-24,Perth,Female,1,3,1,1,True,False,False
CUST-20163,272,2,788.64,2,1,2,5,212,Hibernating,11587.03,394.32,548,0.1095,2,Online,2.5,Silver,55-64,Perth,Female,1,2,5,1,True,False,False
